"","Name","Area","FIPS","Sector","Year","POW"
"1794","Louisiana","St.Charles",22089,"Education and Health Services",2006,1104
"1795","Louisiana","St.Charles",22089,"Leisure and Hospitality",2006,1158
"1796","Louisiana","St.Charles",22089,"Other Services",2006,266
"1797","Louisiana","St.Charles",22089,"Natural Resources and Mining",2007,107
"1798","Louisiana","St.Charles",22089,"Construction",2007,3156
"1799","Louisiana","St.Charles",22089,"Manufacturing",2007,4573
"1800","Louisiana","St.Charles",22089,"Trade~ Transportation~ and Utilities",2007,6107
"1801","Louisiana","St.Charles",22089,"Information",2007,67
"1802","Louisiana","St.Charles",22089,"Financial Activities",2007,557
"1803","Louisiana","St.Charles",22089,"Professional and Business Services",2007,3147
"1804","Louisiana","St.Charles",22089,"Education and Health Services",2007,1096
"1805","Louisiana","St.Charles",22089,"Leisure and Hospitality",2007,1228
"1806","Louisiana","St.Charles",22089,"Other Services",2007,255
"1807","Louisiana","St.Helena",22091,"Natural Resources and Mining",2001,146
"1808","Louisiana","St.Helena",22091,"Financial Activities",2001,68
"1809","Louisiana","St.Helena",22091,"Professional and Business Services",2001,49
"1810","Louisiana","St.Helena",22091,"Education and Health Services",2001,94
"1811","Louisiana","St.Helena",22091,"Leisure and Hospitality",2001,25
"1812","Louisiana","St.Helena",22091,"Other Services",2001,18
"1813","Louisiana","St.Helena",22091,"Manufacturing",2001,223
"1814","Louisiana","St.Helena",22091,"Trade~ Transportation~ and Utilities",2001,214
"1815","Louisiana","St.Helena",22091,"Financial Activities",2002,68
"1816","Louisiana","St.Helena",22091,"Professional and Business Services",2002,46
"1817","Louisiana","St.Helena",22091,"Education and Health Services",2002,90
"1818","Louisiana","St.Helena",22091,"Leisure and Hospitality",2002,19
"1819","Louisiana","St.Helena",22091,"Other Services",2002,26
"1820","Louisiana","St.Helena",22091,"Manufacturing",2002,164
"1821","Louisiana","St.Helena",22091,"Trade~ Transportation~ and Utilities",2002,157
"1822","Louisiana","St.Helena",22091,"Financial Activities",2003,67
"1823","Louisiana","St.Helena",22091,"Professional and Business Services",2003,38
"1824","Louisiana","St.Helena",22091,"Education and Health Services",2003,106
"1825","Louisiana","St.Helena",22091,"Leisure and Hospitality",2003,23
"1826","Louisiana","St.Helena",22091,"Other Services",2003,28
"1827","Louisiana","St.Helena",22091,"Manufacturing",2003,147
"1828","Louisiana","St.Helena",22091,"Trade~ Transportation~ and Utilities",2003,197
"1829","Louisiana","St.Helena",22091,"Financial Activities",2004,31
"1830","Louisiana","St.Helena",22091,"Professional and Business Services",2004,34
"1831","Louisiana","St.Helena",22091,"Education and Health Services",2004,106
"1832","Louisiana","St.Helena",22091,"Leisure and Hospitality",2004,22
"1833","Louisiana","St.Helena",22091,"Other Services",2004,32
"1834","Louisiana","St.Helena",22091,"Manufacturing",2004,166
"1835","Louisiana","St.Helena",22091,"Trade~ Transportation~ and Utilities",2004,301
"1836","Louisiana","St.Helena",22091,"Financial Activities",2005,30
"1837","Louisiana","St.Helena",22091,"Professional and Business Services",2005,35
"1838","Louisiana","St.Helena",22091,"Leisure and Hospitality",2005,25
"1839","Louisiana","St.Helena",22091,"Other Services",2005,41
"1840","Louisiana","St.Helena",22091,"Manufacturing",2005,144
"1841","Louisiana","St.Helena",22091,"Trade~ Transportation~ and Utilities",2005,234
"1842","Louisiana","St.Helena",22091,"Financial Activities",2006,28
"1843","Louisiana","St.Helena",22091,"Professional and Business Services",2006,39
"1844","Louisiana","St.Helena",22091,"Education and Health Services",2006,141
"1845","Louisiana","St.Helena",22091,"Leisure and Hospitality",2006,35
"1846","Louisiana","St.Helena",22091,"Other Services",2006,27
"1847","Louisiana","St.Helena",22091,"Manufacturing",2006,196
"1848","Louisiana","St.Helena",22091,"Trade~ Transportation~ and Utilities",2006,246
"1849","Louisiana","St.Helena",22091,"Financial Activities",2007,30
"1850","Louisiana","St.Helena",22091,"Professional and Business Services",2007,36
"1851","Louisiana","St.Helena",22091,"Education and Health Services",2007,168
"1852","Louisiana","St.Helena",22091,"Leisure and Hospitality",2007,29
"1853","Louisiana","St.Helena",22091,"Other Services",2007,18
"1854","Louisiana","St.Helena",22091,"Construction",2007,66
"1855","Louisiana","St.Helena",22091,"Manufacturing",2007,193
"1856","Louisiana","St.Helena",22091,"Trade~ Transportation~ and Utilities",2007,178
"1857","Louisiana","St.James",22093,"Natural Resources and Mining",2001,277
"1858","Louisiana","St.James",22093,"Construction",2001,187
"1859","Louisiana","St.James",22093,"Manufacturing",2001,2425
"1860","Louisiana","St.James",22093,"Trade~ Transportation~ and Utilities",2001,1220
"1861","Louisiana","St.James",22093,"Financial Activities",2001,234
"1862","Louisiana","St.James",22093,"Professional and Business Services",2001,441
"1863","Louisiana","St.James",22093,"Education and Health Services",2001,267
"1864","Louisiana","St.James",22093,"Leisure and Hospitality",2001,307
"1865","Louisiana","St.James",22093,"Natural Resources and Mining",2002,280
"1866","Louisiana","St.James",22093,"Construction",2002,280
"1867","Louisiana","St.James",22093,"Manufacturing",2002,2395
"1868","Louisiana","St.James",22093,"Trade~ Transportation~ and Utilities",2002,1199
"1869","Louisiana","St.James",22093,"Financial Activities",2002,264
"1870","Louisiana","St.James",22093,"Professional and Business Services",2002,565
"1871","Louisiana","St.James",22093,"Education and Health Services",2002,309
"1872","Louisiana","St.James",22093,"Leisure and Hospitality",2002,381
"1873","Louisiana","St.James",22093,"Other Services",2002,90
"1874","Louisiana","St.James",22093,"Natural Resources and Mining",2003,280
"1875","Louisiana","St.James",22093,"Construction",2003,181
"1876","Louisiana","St.James",22093,"Manufacturing",2003,2360
"1877","Louisiana","St.James",22093,"Trade~ Transportation~ and Utilities",2003,1120
"1878","Louisiana","St.James",22093,"Financial Activities",2003,271
"1879","Louisiana","St.James",22093,"Professional and Business Services",2003,594
"1880","Louisiana","St.James",22093,"Education and Health Services",2003,286
"1881","Louisiana","St.James",22093,"Leisure and Hospitality",2003,397
"1882","Louisiana","St.James",22093,"Other Services",2003,90
"1883","Louisiana","St.James",22093,"Natural Resources and Mining",2004,237
"1884","Louisiana","St.James",22093,"Construction",2004,228
"1885","Louisiana","St.James",22093,"Manufacturing",2004,2241
"1886","Louisiana","St.James",22093,"Trade~ Transportation~ and Utilities",2004,1057
"1887","Louisiana","St.James",22093,"Financial Activities",2004,277
"1888","Louisiana","St.James",22093,"Professional and Business Services",2004,532
"1889","Louisiana","St.James",22093,"Education and Health Services",2004,297
"1890","Louisiana","St.James",22093,"Leisure and Hospitality",2004,377
"1891","Louisiana","St.James",22093,"Other Services",2004,89
"1892","Louisiana","St.James",22093,"Natural Resources and Mining",2005,203
"1893","Louisiana","St.James",22093,"Construction",2005,142
"1894","Louisiana","St.James",22093,"Manufacturing",2005,2682
"1895","Louisiana","St.James",22093,"Trade~ Transportation~ and Utilities",2005,1010
"1896","Louisiana","St.James",22093,"Information",2005,8
"1897","Louisiana","St.James",22093,"Financial Activities",2005,260
"1898","Louisiana","St.James",22093,"Professional and Business Services",2005,455
"1899","Louisiana","St.James",22093,"Education and Health Services",2005,322
"1900","Louisiana","St.James",22093,"Leisure and Hospitality",2005,316
"1901","Louisiana","St.James",22093,"Other Services",2005,61
"1902","Louisiana","St.James",22093,"Natural Resources and Mining",2006,211
"1903","Louisiana","St.James",22093,"Construction",2006,124
"1904","Louisiana","St.James",22093,"Manufacturing",2006,2705
"1905","Louisiana","St.James",22093,"Trade~ Transportation~ and Utilities",2006,1166
"1906","Louisiana","St.James",22093,"Information",2006,9
"1907","Louisiana","St.James",22093,"Financial Activities",2006,269
"1908","Louisiana","St.James",22093,"Professional and Business Services",2006,439
"1909","Louisiana","St.James",22093,"Education and Health Services",2006,339
"1910","Louisiana","St.James",22093,"Leisure and Hospitality",2006,366
"1911","Louisiana","St.James",22093,"Other Services",2006,58
"1912","Louisiana","St.James",22093,"Natural Resources and Mining",2007,208
"1913","Louisiana","St.James",22093,"Construction",2007,159
"1914","Louisiana","St.James",22093,"Manufacturing",2007,2431
"1915","Louisiana","St.James",22093,"Trade~ Transportation~ and Utilities",2007,1287
"1916","Louisiana","St.James",22093,"Information",2007,13
"1917","Louisiana","St.James",22093,"Financial Activities",2007,282
"1918","Louisiana","St.James",22093,"Professional and Business Services",2007,471
"1919","Louisiana","St.James",22093,"Education and Health Services",2007,333
"1920","Louisiana","St.James",22093,"Leisure and Hospitality",2007,441
"1921","Louisiana","St.James",22093,"Other Services",2007,66
"1922","Louisiana","St.JohntheBaptist",22095,"Natural Resources and Mining",2001,328
"1923","Louisiana","St.JohntheBaptist",22095,"Construction",2001,1227
"1924","Louisiana","St.JohntheBaptist",22095,"Manufacturing",2001,2231
"1925","Louisiana","St.JohntheBaptist",22095,"Trade~ Transportation~ and Utilities",2001,2860
"1926","Louisiana","St.JohntheBaptist",22095,"Information",2001,97
"1927","Louisiana","St.JohntheBaptist",22095,"Financial Activities",2001,433
"1928","Louisiana","St.JohntheBaptist",22095,"Professional and Business Services",2001,797
"1929","Louisiana","St.JohntheBaptist",22095,"Education and Health Services",2001,1105
"1930","Louisiana","St.JohntheBaptist",22095,"Leisure and Hospitality",2001,1130
"1931","Louisiana","St.JohntheBaptist",22095,"Other Services",2001,258
"1932","Louisiana","St.JohntheBaptist",22095,"Natural Resources and Mining",2002,268
"1933","Louisiana","St.JohntheBaptist",22095,"Construction",2002,1331
"1934","Louisiana","St.JohntheBaptist",22095,"Manufacturing",2002,2392
"1935","Louisiana","St.JohntheBaptist",22095,"Trade~ Transportation~ and Utilities",2002,2816
"1936","Louisiana","St.JohntheBaptist",22095,"Information",2002,98
"1937","Louisiana","St.JohntheBaptist",22095,"Financial Activities",2002,446
"1938","Louisiana","St.JohntheBaptist",22095,"Professional and Business Services",2002,897
"1939","Louisiana","St.JohntheBaptist",22095,"Education and Health Services",2002,1179
"1940","Louisiana","St.JohntheBaptist",22095,"Leisure and Hospitality",2002,1121
"1941","Louisiana","St.JohntheBaptist",22095,"Other Services",2002,266
"1942","Louisiana","St.JohntheBaptist",22095,"Natural Resources and Mining",2003,354
"1943","Louisiana","St.JohntheBaptist",22095,"Construction",2003,1059
"1944","Louisiana","St.JohntheBaptist",22095,"Manufacturing",2003,2332
"1945","Louisiana","St.JohntheBaptist",22095,"Trade~ Transportation~ and Utilities",2003,2753
"1946","Louisiana","St.JohntheBaptist",22095,"Information",2003,87
"1947","Louisiana","St.JohntheBaptist",22095,"Financial Activities",2003,483
"1948","Louisiana","St.JohntheBaptist",22095,"Professional and Business Services",2003,828
"1949","Louisiana","St.JohntheBaptist",22095,"Education and Health Services",2003,1283
"1950","Louisiana","St.JohntheBaptist",22095,"Leisure and Hospitality",2003,1089
"1951","Louisiana","St.JohntheBaptist",22095,"Other Services",2003,249
"1952","Louisiana","St.JohntheBaptist",22095,"Natural Resources and Mining",2004,335
"1953","Louisiana","St.JohntheBaptist",22095,"Construction",2004,1314
"1954","Louisiana","St.JohntheBaptist",22095,"Manufacturing",2004,2261
"1955","Louisiana","St.JohntheBaptist",22095,"Trade~ Transportation~ and Utilities",2004,3055
"1956","Louisiana","St.JohntheBaptist",22095,"Information",2004,131
"1957","Louisiana","St.JohntheBaptist",22095,"Financial Activities",2004,412
"1958","Louisiana","St.JohntheBaptist",22095,"Professional and Business Services",2004,969
"1959","Louisiana","St.JohntheBaptist",22095,"Education and Health Services",2004,1225
"1960","Louisiana","St.JohntheBaptist",22095,"Leisure and Hospitality",2004,1164
"1961","Louisiana","St.JohntheBaptist",22095,"Other Services",2004,257
"1962","Louisiana","St.JohntheBaptist",22095,"Natural Resources and Mining",2005,338
"1963","Louisiana","St.JohntheBaptist",22095,"Construction",2005,1069
"1964","Louisiana","St.JohntheBaptist",22095,"Manufacturing",2005,2177
"1965","Louisiana","St.JohntheBaptist",22095,"Trade~ Transportation~ and Utilities",2005,3251
"1966","Louisiana","St.JohntheBaptist",22095,"Information",2005,113
"1967","Louisiana","St.JohntheBaptist",22095,"Financial Activities",2005,396
"1968","Louisiana","St.JohntheBaptist",22095,"Professional and Business Services",2005,1352
"1969","Louisiana","St.JohntheBaptist",22095,"Education and Health Services",2005,1205
"1970","Louisiana","St.JohntheBaptist",22095,"Leisure and Hospitality",2005,1166
"1971","Louisiana","St.JohntheBaptist",22095,"Other Services",2005,272
"1972","Louisiana","St.JohntheBaptist",22095,"Natural Resources and Mining",2006,427
"1973","Louisiana","St.JohntheBaptist",22095,"Construction",2006,1090
"1974","Louisiana","St.JohntheBaptist",22095,"Manufacturing",2006,2434
"1975","Louisiana","St.JohntheBaptist",22095,"Trade~ Transportation~ and Utilities",2006,3528
"1976","Louisiana","St.JohntheBaptist",22095,"Information",2006,137
"1977","Louisiana","St.JohntheBaptist",22095,"Financial Activities",2006,439
"1978","Louisiana","St.JohntheBaptist",22095,"Professional and Business Services",2006,1461
"1979","Louisiana","St.JohntheBaptist",22095,"Education and Health Services",2006,1316
"1980","Louisiana","St.JohntheBaptist",22095,"Leisure and Hospitality",2006,1344
"1981","Louisiana","St.JohntheBaptist",22095,"Other Services",2006,266
"1982","Louisiana","St.JohntheBaptist",22095,"Natural Resources and Mining",2007,470
"1983","Louisiana","St.JohntheBaptist",22095,"Construction",2007,1169
"1984","Louisiana","St.JohntheBaptist",22095,"Manufacturing",2007,2776
"1985","Louisiana","St.JohntheBaptist",22095,"Trade~ Transportation~ and Utilities",2007,3592
"1986","Louisiana","St.JohntheBaptist",22095,"Information",2007,129
"1987","Louisiana","St.JohntheBaptist",22095,"Financial Activities",2007,469
"1988","Louisiana","St.JohntheBaptist",22095,"Professional and Business Services",2007,1356
"1989","Louisiana","St.JohntheBaptist",22095,"Education and Health Services",2007,1357
"1990","Louisiana","St.JohntheBaptist",22095,"Leisure and Hospitality",2007,1283
"1991","Louisiana","St.JohntheBaptist",22095,"Other Services",2007,244
"1992","Louisiana","St.Martin",22099,"Natural Resources and Mining",2001,625
"1993","Louisiana","St.Martin",22099,"Construction",2001,778
"1994","Louisiana","St.Martin",22099,"Manufacturing",2001,1098
"1995","Louisiana","St.Martin",22099,"Trade~ Transportation~ and Utilities",2001,1844
"1996","Louisiana","St.Martin",22099,"Information",2001,87
"1997","Louisiana","St.Martin",22099,"Financial Activities",2001,478
"1998","Louisiana","St.Martin",22099,"Professional and Business Services",2001,231
"1999","Louisiana","St.Martin",22099,"Education and Health Services",2001,1107
"2000","Louisiana","St.Martin",22099,"Leisure and Hospitality",2001,863
"2001","Louisiana","St.Martin",22099,"Other Services",2001,248
"2002","Louisiana","St.Martin",22099,"Natural Resources and Mining",2002,452
"2003","Louisiana","St.Martin",22099,"Construction",2002,666
"2004","Louisiana","St.Martin",22099,"Manufacturing",2002,989
"2005","Louisiana","St.Martin",22099,"Trade~ Transportation~ and Utilities",2002,2265
"2006","Louisiana","St.Martin",22099,"Information",2002,85
"2007","Louisiana","St.Martin",22099,"Financial Activities",2002,397
"2008","Louisiana","St.Martin",22099,"Professional and Business Services",2002,229
"2009","Louisiana","St.Martin",22099,"Education and Health Services",2002,1069
"2010","Louisiana","St.Martin",22099,"Leisure and Hospitality",2002,823
"2011","Louisiana","St.Martin",22099,"Other Services",2002,217
"2012","Louisiana","St.Martin",22099,"Natural Resources and Mining",2003,531
"2013","Louisiana","St.Martin",22099,"Construction",2003,900
"2014","Louisiana","St.Martin",22099,"Manufacturing",2003,989
"2015","Louisiana","St.Martin",22099,"Trade~ Transportation~ and Utilities",2003,2448
"2016","Louisiana","St.Martin",22099,"Information",2003,79
"2017","Louisiana","St.Martin",22099,"Financial Activities",2003,420
"2018","Louisiana","St.Martin",22099,"Professional and Business Services",2003,363
"2019","Louisiana","St.Martin",22099,"Education and Health Services",2003,1248
"2020","Louisiana","St.Martin",22099,"Leisure and Hospitality",2003,813
"2021","Louisiana","St.Martin",22099,"Other Services",2003,222
"2022","Louisiana","St.Martin",22099,"Natural Resources and Mining",2004,516
"2023","Louisiana","St.Martin",22099,"Construction",2004,928
"2024","Louisiana","St.Martin",22099,"Manufacturing",2004,1046
"2025","Louisiana","St.Martin",22099,"Trade~ Transportation~ and Utilities",2004,2441
"2026","Louisiana","St.Martin",22099,"Information",2004,77
"2027","Louisiana","St.Martin",22099,"Financial Activities",2004,453
"2028","Louisiana","St.Martin",22099,"Professional and Business Services",2004,291
"2029","Louisiana","St.Martin",22099,"Education and Health Services",2004,991
"2030","Louisiana","St.Martin",22099,"Leisure and Hospitality",2004,872
"2031","Louisiana","St.Martin",22099,"Other Services",2004,259
"2032","Louisiana","St.Martin",22099,"Natural Resources and Mining",2005,422
"2033","Louisiana","St.Martin",22099,"Construction",2005,838
"2034","Louisiana","St.Martin",22099,"Manufacturing",2005,988
"2035","Louisiana","St.Martin",22099,"Trade~ Transportation~ and Utilities",2005,2322
"2036","Louisiana","St.Martin",22099,"Information",2005,75
"2037","Louisiana","St.Martin",22099,"Financial Activities",2005,537
"2038","Louisiana","St.Martin",22099,"Professional and Business Services",2005,317
"2039","Louisiana","St.Martin",22099,"Education and Health Services",2005,1122
"2040","Louisiana","St.Martin",22099,"Leisure and Hospitality",2005,961
"2041","Louisiana","St.Martin",22099,"Other Services",2005,177
"2042","Louisiana","St.Martin",22099,"Natural Resources and Mining",2006,561
"2043","Louisiana","St.Martin",22099,"Construction",2006,830
"2044","Louisiana","St.Martin",22099,"Manufacturing",2006,1024
"2045","Louisiana","St.Martin",22099,"Trade~ Transportation~ and Utilities",2006,1921
"2046","Louisiana","St.Martin",22099,"Information",2006,72
"2047","Louisiana","St.Martin",22099,"Financial Activities",2006,605
"2048","Louisiana","St.Martin",22099,"Professional and Business Services",2006,526
"2049","Louisiana","St.Martin",22099,"Education and Health Services",2006,1138
"2050","Louisiana","St.Martin",22099,"Leisure and Hospitality",2006,1012
"2051","Louisiana","St.Martin",22099,"Other Services",2006,215
"2052","Louisiana","St.Martin",22099,"Natural Resources and Mining",2007,512
"2053","Louisiana","St.Martin",22099,"Construction",2007,850
"2054","Louisiana","St.Martin",22099,"Manufacturing",2007,1146
"2055","Louisiana","St.Martin",22099,"Trade~ Transportation~ and Utilities",2007,2205
"2056","Louisiana","St.Martin",22099,"Information",2007,70
"2057","Louisiana","St.Martin",22099,"Financial Activities",2007,647
"2058","Louisiana","St.Martin",22099,"Professional and Business Services",2007,583
"2059","Louisiana","St.Martin",22099,"Education and Health Services",2007,1263
"2060","Louisiana","St.Martin",22099,"Leisure and Hospitality",2007,958
"2061","Louisiana","St.Martin",22099,"Other Services",2007,236
"2062","Louisiana","St.Mary",22101,"Natural Resources and Mining",2001,2438
"2063","Louisiana","St.Mary",22101,"Construction",2001,2073
"2064","Louisiana","St.Mary",22101,"Manufacturing",2001,3664
"2065","Louisiana","St.Mary",22101,"Trade~ Transportation~ and Utilities",2001,7520
"2066","Louisiana","St.Mary",22101,"Information",2001,415
"2067","Louisiana","St.Mary",22101,"Financial Activities",2001,1702
"2068","Louisiana","St.Mary",22101,"Professional and Business Services",2001,1052
"2069","Louisiana","St.Mary",22101,"Education and Health Services",2001,1072
"2070","Louisiana","St.Mary",22101,"Leisure and Hospitality",2001,1538
"2071","Louisiana","St.Mary",22101,"Other Services",2001,580
"2072","Louisiana","St.Mary",22101,"Natural Resources and Mining",2002,1779
"2073","Louisiana","St.Mary",22101,"Construction",2002,2405
"2074","Louisiana","St.Mary",22101,"Manufacturing",2002,3503
"2075","Louisiana","St.Mary",22101,"Trade~ Transportation~ and Utilities",2002,7189
"2076","Louisiana","St.Mary",22101,"Information",2002,342
"2077","Louisiana","St.Mary",22101,"Financial Activities",2002,1569
"2078","Louisiana","St.Mary",22101,"Professional and Business Services",2002,1151
"2079","Louisiana","St.Mary",22101,"Education and Health Services",2002,1190
"2080","Louisiana","St.Mary",22101,"Leisure and Hospitality",2002,1442
"2081","Louisiana","St.Mary",22101,"Other Services",2002,683
"2082","Louisiana","St.Mary",22101,"Natural Resources and Mining",2003,1943
"2083","Louisiana","St.Mary",22101,"Construction",2003,2271
"2084","Louisiana","St.Mary",22101,"Manufacturing",2003,3827
"2085","Louisiana","St.Mary",22101,"Trade~ Transportation~ and Utilities",2003,6744
"2086","Louisiana","St.Mary",22101,"Information",2003,370
"2087","Louisiana","St.Mary",22101,"Financial Activities",2003,1582
"2088","Louisiana","St.Mary",22101,"Professional and Business Services",2003,1146
"2089","Louisiana","St.Mary",22101,"Education and Health Services",2003,1118
"2090","Louisiana","St.Mary",22101,"Leisure and Hospitality",2003,1533
"2091","Louisiana","St.Mary",22101,"Other Services",2003,688
"2092","Louisiana","St.Mary",22101,"Natural Resources and Mining",2004,1374
"2093","Louisiana","St.Mary",22101,"Construction",2004,2041
"2094","Louisiana","St.Mary",22101,"Manufacturing",2004,3189
"2095","Louisiana","St.Mary",22101,"Trade~ Transportation~ and Utilities",2004,6421
"2096","Louisiana","St.Mary",22101,"Information",2004,313
"2097","Louisiana","St.Mary",22101,"Financial Activities",2004,1626
"2098","Louisiana","St.Mary",22101,"Professional and Business Services",2004,1797
"2099","Louisiana","St.Mary",22101,"Education and Health Services",2004,1115
"2100","Louisiana","St.Mary",22101,"Leisure and Hospitality",2004,1517
"2101","Louisiana","St.Mary",22101,"Other Services",2004,514
"2102","Louisiana","St.Mary",22101,"Natural Resources and Mining",2005,1365
"2103","Louisiana","St.Mary",22101,"Construction",2005,1890
"2104","Louisiana","St.Mary",22101,"Manufacturing",2005,4045
"2105","Louisiana","St.Mary",22101,"Trade~ Transportation~ and Utilities",2005,6335
"2106","Louisiana","St.Mary",22101,"Information",2005,352
"2107","Louisiana","St.Mary",22101,"Financial Activities",2005,1551
"2108","Louisiana","St.Mary",22101,"Professional and Business Services",2005,2325
"2109","Louisiana","St.Mary",22101,"Education and Health Services",2005,1158
"2110","Louisiana","St.Mary",22101,"Leisure and Hospitality",2005,1682
"2111","Louisiana","St.Mary",22101,"Other Services",2005,675
"2112","Louisiana","St.Mary",22101,"Natural Resources and Mining",2006,1432
"2113","Louisiana","St.Mary",22101,"Construction",2006,2332
"2114","Louisiana","St.Mary",22101,"Manufacturing",2006,4641
"2115","Louisiana","St.Mary",22101,"Trade~ Transportation~ and Utilities",2006,6472
"2116","Louisiana","St.Mary",22101,"Information",2006,359
"2117","Louisiana","St.Mary",22101,"Financial Activities",2006,1616
"2118","Louisiana","St.Mary",22101,"Professional and Business Services",2006,1828
"2119","Louisiana","St.Mary",22101,"Education and Health Services",2006,1357
"2120","Louisiana","St.Mary",22101,"Leisure and Hospitality",2006,1684
"2121","Louisiana","St.Mary",22101,"Other Services",2006,684
"2122","Louisiana","St.Mary",22101,"Natural Resources and Mining",2007,1492
"2123","Louisiana","St.Mary",22101,"Construction",2007,2514
"2124","Louisiana","St.Mary",22101,"Manufacturing",2007,4830
"2125","Louisiana","St.Mary",22101,"Trade~ Transportation~ and Utilities",2007,6341
"2126","Louisiana","St.Mary",22101,"Information",2007,183
"2127","Louisiana","St.Mary",22101,"Financial Activities",2007,1601
"2128","Louisiana","St.Mary",22101,"Professional and Business Services",2007,2161
"2129","Louisiana","St.Mary",22101,"Education and Health Services",2007,1264
"2130","Louisiana","St.Mary",22101,"Leisure and Hospitality",2007,2143
"2131","Louisiana","St.Mary",22101,"Other Services",2007,605
"2132","Louisiana","St.Tammany",22103,"Natural Resources and Mining",2001,390
"2133","Louisiana","St.Tammany",22103,"Construction",2001,3746
"2134","Louisiana","St.Tammany",22103,"Manufacturing",2001,2501
"2135","Louisiana","St.Tammany",22103,"Trade~ Transportation~ and Utilities",2001,14307
"2136","Louisiana","St.Tammany",22103,"Information",2001,746
"2137","Louisiana","St.Tammany",22103,"Financial Activities",2001,2627
"2138","Louisiana","St.Tammany",22103,"Professional and Business Services",2001,4724
"2139","Louisiana","St.Tammany",22103,"Education and Health Services",2001,8633
"2140","Louisiana","St.Tammany",22103,"Leisure and Hospitality",2001,7736
"2141","Louisiana","St.Tammany",22103,"Other Services",2001,1653
"2142","Louisiana","St.Tammany",22103,"Natural Resources and Mining",2002,356
"2143","Louisiana","St.Tammany",22103,"Construction",2002,3843
"2144","Louisiana","St.Tammany",22103,"Manufacturing",2002,2272
"2145","Louisiana","St.Tammany",22103,"Trade~ Transportation~ and Utilities",2002,14451
"2146","Louisiana","St.Tammany",22103,"Information",2002,932
"2147","Louisiana","St.Tammany",22103,"Financial Activities",2002,2947
"2148","Louisiana","St.Tammany",22103,"Professional and Business Services",2002,4885
"2149","Louisiana","St.Tammany",22103,"Education and Health Services",2002,9045
"2150","Louisiana","St.Tammany",22103,"Leisure and Hospitality",2002,7992
"2151","Louisiana","St.Tammany",22103,"Other Services",2002,1715
"2152","Louisiana","St.Tammany",22103,"Natural Resources and Mining",2003,370
"2153","Louisiana","St.Tammany",22103,"Construction",2003,4029
"2154","Louisiana","St.Tammany",22103,"Manufacturing",2003,1968
"2155","Louisiana","St.Tammany",22103,"Trade~ Transportation~ and Utilities",2003,15987
"2156","Louisiana","St.Tammany",22103,"Information",2003,1066
"2157","Louisiana","St.Tammany",22103,"Financial Activities",2003,3363
"2158","Louisiana","St.Tammany",22103,"Professional and Business Services",2003,5626
"2159","Louisiana","St.Tammany",22103,"Education and Health Services",2003,9331
"2160","Louisiana","St.Tammany",22103,"Leisure and Hospitality",2003,8232
"2161","Louisiana","St.Tammany",22103,"Other Services",2003,1765
"2162","Louisiana","St.Tammany",22103,"Natural Resources and Mining",2004,333
"2163","Louisiana","St.Tammany",22103,"Construction",2004,4240
"2164","Louisiana","St.Tammany",22103,"Manufacturing",2004,1919
"2165","Louisiana","St.Tammany",22103,"Trade~ Transportation~ and Utilities",2004,16691
"2166","Louisiana","St.Tammany",22103,"Information",2004,1216
"2167","Louisiana","St.Tammany",22103,"Financial Activities",2004,3416
"2168","Louisiana","St.Tammany",22103,"Professional and Business Services",2004,6172
"2169","Louisiana","St.Tammany",22103,"Education and Health Services",2004,9522
"2170","Louisiana","St.Tammany",22103,"Leisure and Hospitality",2004,8830
"2171","Louisiana","St.Tammany",22103,"Other Services",2004,1753
"2172","Louisiana","St.Tammany",22103,"Natural Resources and Mining",2005,332
"2173","Louisiana","St.Tammany",22103,"Construction",2005,4095
"2174","Louisiana","St.Tammany",22103,"Manufacturing",2005,1987
"2175","Louisiana","St.Tammany",22103,"Trade~ Transportation~ and Utilities",2005,15710
"2176","Louisiana","St.Tammany",22103,"Information",2005,769
"2177","Louisiana","St.Tammany",22103,"Financial Activities",2005,3513
"2178","Louisiana","St.Tammany",22103,"Professional and Business Services",2005,5966
"2179","Louisiana","St.Tammany",22103,"Education and Health Services",2005,8916
"2180","Louisiana","St.Tammany",22103,"Leisure and Hospitality",2005,7098
"2181","Louisiana","St.Tammany",22103,"Other Services",2005,1545
"2182","Louisiana","St.Tammany",22103,"Natural Resources and Mining",2006,424
"2183","Louisiana","St.Tammany",22103,"Construction",2006,4787
"2184","Louisiana","St.Tammany",22103,"Manufacturing",2006,2411
"2185","Louisiana","St.Tammany",22103,"Trade~ Transportation~ and Utilities",2006,18373
"2186","Louisiana","St.Tammany",22103,"Information",2006,1173
"2187","Louisiana","St.Tammany",22103,"Financial Activities",2006,3796
"2188","Louisiana","St.Tammany",22103,"Professional and Business Services",2006,7507
"2189","Louisiana","St.Tammany",22103,"Education and Health Services",2006,9832
"2190","Louisiana","St.Tammany",22103,"Leisure and Hospitality",2006,9068
"2191","Louisiana","St.Tammany",22103,"Other Services",2006,1933
"2192","Louisiana","St.Tammany",22103,"Natural Resources and Mining",2007,439
"2193","Louisiana","St.Tammany",22103,"Construction",2007,4973
"2194","Louisiana","St.Tammany",22103,"Manufacturing",2007,2317
"2195","Louisiana","St.Tammany",22103,"Trade~ Transportation~ and Utilities",2007,18984
"2196","Louisiana","St.Tammany",22103,"Information",2007,1168
"2197","Louisiana","St.Tammany",22103,"Financial Activities",2007,3814
